seqnames start end width strand Conc Conc_t39 Conc_t37 Fold p.value FDR X39.1 X39.2 X39.3 X39.4 X37.1 X37.2 X37.3 X37.4 name
chr9 121872310 121872510 201 * 6.48585029583377 7.07379310519284 5.47687225070108 1.58656301305482 2.3272607911913e-26 1.58872913277564e-24 117.03 148.68 147.51 125.64 31.39 40.49 57.18 49.08 chr9:121872310-121872510
chr13 56707668 56707868 201 * 5.68613873190782 6.29872222540367 4.59995364639751 1.58629298360727 1.16080962559691e-19 4.17825104066548e-18 78.8 84.33 82.22 69.55 29.04 22.38 24.93 20.66 chr13:56707668-56707868
chr5 104161466 104161666 201 * 6.89238117801497 7.47826512139269 5.88961331364708 1.58610160028551 3.98337145804775e-37 6.21034166119364e-35 174.97 201.94 168.07 168.27 50.62 59.67 67.45 59.41 chr5:104161466-104161666
chr18 52500453 52500653 201 * 4.98639991165253 5.64535123740367 3.73851648390746 1.58594632787422 7.5095179802295e-13 1.27655567227366e-11 50.99 39.94 37.48 71.79 15.3 11.72 11.73 14.64 chr18:52500453-52500653
chr15 84139783 84139983 201 * 4.50251111702413 5.15438463341134 3.28086344500843 1.58578236296833 4.19432404430947e-10 4.82854595430062e-09 31.29 54.37 25.39 31.41 8.63 11.72 7.33 11.19 chr15:84139783-84139983
chr16 41829961 41830161 201 * 5.55124948288302 6.17930834543815 4.41365197936882 1.58555368416141 3.65249087890188e-18 1.13113897438138e-16 69.53 78.78 65.29 76.28 22.37 28.77 11.73 22.39 chr16:41829961-41830161
chr9 109130198 109130398 201 * 5.22694277961584 5.85671037469483 4.08351990845476 1.58525993651695 6.43565180301814e-15 1.4148926557315e-13 49.83 46.6 72.55 62.82 15.7 17.05 16.13 18.94 chr9:109130198-109130398
chr12 111227485 111227685 201 * 5.63158289758694 6.24603605818809 4.53931167455472 1.58497026494717 2.49327860461027e-18 7.83707169992147e-17 68.37 68.79 83.43 83.01 17.66 27.7 20.53 27.12 chr12:111227485-111227685
chr2 146487641 146487841 201 * 8.31936233629817 8.90437925314698 7.31919907559921 1.5833213944027 7.92164134770909e-82 1.70630069987194e-78 498.27 497.09 470.34 450.96 144.01 171.55 158.35 164.88 chr2:146487641-146487841
chr10 40386399 40386599 201 * 5.32963250188449 5.94545971100053 4.23286699587723 1.58216813163268 2.5464480676167e-16 6.48908221614241e-15 59.1 61.03 56.83 69.55 17.66 17.05 21.99 18.51 chr10:40386399-40386599
chr2 150024191 150024391 201 * 5.83663161454096 6.44929378823847 4.75019108482694 1.58138817535418 2.30453655074361e-21 9.87584404266574e-20 78.8 96.53 82.22 91.99 27.86 31.97 21.99 25.83 chr2:150024191-150024391
chr15 30377584 30377784 201 * 7.60880727465335 8.21045856131643 6.55755036419699 1.57689350055954 9.07079378799712e-51 3.27072045084296e-48 276.94 328.43 303.49 275.96 98.88 78.85 87.97 111.07 chr15:30377584-30377784
chr11 61225960 61226160 201 * 6.14349099962993 6.75917474636676 5.04719559059593 1.57634612741045 2.20427071905183e-24 1.2599285099519e-22 114.72 104.3 108.82 105.45 30.21 33.03 26.39 42.62 chr11:61225960-61226160
chr19 21800076 21800276 201 * 4.99530000519249 5.62008776659039 3.86877002264293 1.57617101151104 2.69644025344185e-13 4.86351545139861e-12 50.99 49.93 37.48 58.33 12.56 12.79 17.59 15.5 chr19:21800076-21800276
chr14 46197152 46197352 201 * 5.34744667338693 5.99395551949555 4.14528780757531 1.57416336915259 1.26179202517989e-15 2.9746238206509e-14 62.57 73.23 49.57 69.55 21.97 15.98 11.73 21.09 chr14:46197152-46197352
chr12 79404614 79404814 201 * 6.4364504839217 7.05513548250563 5.33027871237074 1.57405361481533 1.57058114754844e-26 1.08943760599989e-24 136.73 158.67 122.12 114.42 49.44 43.69 23.46 44.34 chr12:79404614-79404814
chr17 65193461 65193661 201 * 5.95708764661994 6.55214292041698 4.9263786427178 1.57326395663363 1.61951404266846e-21 7.04725379619651e-20 76.48 96.53 99.15 103.21 25.51 24.51 41.05 30.56 chr17:65193461-65193661
chr1 158919012 158919212 201 * 6.9386092882354 7.53088402043302 5.91644755852804 1.57279669329219 1.00383912202621e-37 1.61424825102097e-35 208.58 180.86 159.6 190.71 60.43 53.28 68.91 58.98 chr1:158919012-158919212
chr6 31457120 31457320 201 * 6.66379321098461 7.24502027078207 5.67494185094635 1.57255198389694 2.19396651560747e-33 2.6139498292429e-31 158.75 160.89 154.77 132.37 48.26 53.28 57.18 45.63 chr6:31457120-31457320
chr1 38030249 38030449 201 * 7.48826331528843 8.07361859126499 6.48708434751348 1.5725071904857 4.1726110144573e-53 1.7788145007518e-50 274.63 290.71 258.75 253.53 87.11 99.1 86.51 86.1 chr1:38030249-38030449
chr12 42137015 42137215 201 * 5.73341619231296 6.36643598610558 4.57882132812224 1.57202352760402 1.72330593553526e-19 6.10360511161821e-18 77.64 85.44 74.96 91.99 29.43 17.05 21.99 27.12 chr12:42137015-42137215
chr1 119253521 119253721 201 * 8.25604289607396 8.85537412969522 7.21205756523996 1.57164020379267 8.30155798991055e-59 4.71868627105672e-56 497.11 479.34 405.05 471.15 182.46 149.18 120.23 141.2 chr1:119253521-119253721
chr15 51470032 51470232 201 * 6.20312032400085 6.8189075326072 5.10648591161182 1.56950638327872 1.5171396400091e-25 9.6487487703485e-24 107.76 120.94 103.98 118.91 35.32 39.43 23.46 39.6 chr15:51470032-51470232
chr15 11166664 11166864 201 * 5.61625372452135 6.22642190095226 4.53788157851877 1.56792425585118 2.29334373788862e-18 7.22805076203008e-17 64.89 69.9 74.96 89.74 20.01 23.44 24.93 24.54 chr15:11166664-11166864
chr2 114548488 114548688 201 * 6.87319799102511 7.47718685434759 5.81456539531204 1.56779376377549 1.27658873375831e-36 1.90327986241987e-34 186.56 175.31 182.58 168.27 61.61 42.62 57.18 63.71 chr2:114548488-114548688
chr12 80879203 80879403 201 * 6.48157722131185 7.07353654709551 5.46038081214186 1.56773424867632 2.54968633297813e-30 2.30346993422288e-28 135.58 146.46 122.12 134.62 43.95 45.82 45.45 40.9 chr12:80879203-80879403
chr5 28304007 28304207 201 * 6.89645863379407 7.4868330193247 5.88010009522765 1.56678097484193 5.16257269110395e-33 5.96838612061511e-31 186.56 210.82 176.53 143.59 52.58 45.82 67.45 69.74 chr5:28304007-28304207
chr11 74404341 74404541 201 * 6.08752992061689 6.69359667132632 5.02229910964059 1.56673376202193 1.94414156601427e-24 1.11984469612832e-22 106.61 105.41 110.03 91.99 37.28 31.97 29.32 31.43 chr11:74404341-74404541
chr18 4842154 4842354 201 * 5.41090057582089 6.01600155610594 4.34874145091 1.56637836948686 1.24623523779539e-14 2.65018447515693e-13 53.3 45.49 88.26 71.79 16.09 23.44 23.46 18.51 chr18:4842154-4842354
chr18 15492897 15493097 201 * 5.86385112538916 6.4618409241501 4.82404819498072 1.5661405794658 8.51027343630111e-21 3.45009604276712e-19 86.91 108.74 76.17 80.77 25.51 28.77 29.32 29.7 chr18:15492897-15493097
chr8 7710864 7711064 201 * 7.60698607113395 8.19624177411271 6.59402927312857 1.56605468197614 1.12756009572824e-49 3.81371576014266e-47 289.69 351.73 264.79 266.99 103.2 101.23 89.44 92.55 chr8:7710864-7711064
chr1 119224837 119225037 201 * 6.24720010998373 6.83037625562801 5.25254594216967 1.56488890175978 4.50544763644064e-25 2.75616886764053e-23 105.45 118.72 139.05 91.99 33.35 36.23 45.45 37.45 chr1:119224837-119225037
chr7 139471844 139472044 201 * 4.76700584984459 5.38330382654796 3.66869632865106 1.56387548136261 2.24187324971646e-11 3.10595070011073e-10 45.19 34.4 44.74 42.63 10.2 5.33 21.99 13.35 chr7:139471844-139472044
chr2 166899234 166899434 201 * 7.37000786420063 7.96988661075063 6.32431085573088 1.56383724159634 9.04430412271804e-43 2.00077118040161e-40 260.72 274.06 221.27 246.79 81.22 61.8 80.64 96.86 chr2:166899234-166899434
chr1 162149774 162149974 201 * 5.258691291773 5.89430424480027 4.09510771653678 1.56340736834367 4.54249552897472e-15 1.01448240529907e-13 60.26 67.68 47.16 62.82 17.66 15.98 13.2 21.52 chr1:162149774-162149974
chr7 17005066 17005266 201 * 5.28762911451008 5.9078329822491 4.17642535270662 1.56218649363901 8.01102757824242e-15 1.74159526774693e-13 59.1 56.59 45.95 78.53 17.66 24.51 14.66 15.5 chr7:17005066-17005266
chr8 56695593 56695793 201 * 7.019249223971 7.60187636537108 6.02623270510092 1.5619199482842 7.70989350952643e-38 1.25459740287922e-35 228.28 175.31 200.71 172.76 58.86 61.8 73.31 66.73 chr8:56695593-56695793
chr15 37531998 37532198 201 * 5.72115076654829 6.33097269429929 4.64389412006493 1.56175137379601 4.72914922844117e-19 1.60416739949083e-17 69.53 76.56 74.96 100.96 21.58 23.44 27.86 27.12 chr15:37531998-37532198
chr11 45089630 45089830 201 * 6.60983950197245 7.20125361841481 5.59030972057979 1.5604091962959 1.27173123239568e-30 1.18018676987323e-28 137.89 142.03 174.11 134.62 43.95 59.67 39.59 49.51 chr11:45089630-45089830
chr13 39898560 39898760 201 * 6.47101865222977 7.06970978147262 5.42903107217261 1.55994466268982 1.23129935445033e-29 1.05864583467557e-27 146 134.26 126.96 130.13 49.05 42.62 41.05 39.6 chr13:39898560-39898760
chr6 47986927 47987127 201 * 6.07292212847748 6.66254111172531 5.05886181964802 1.55978291030863 6.63511440992036e-23 3.3054823467218e-21 93.86 123.16 89.47 98.72 29.82 38.36 33.72 31.43 chr6:47986927-47987127
chr13 31535516 31535716 201 * 5.00053416779659 5.63447299821242 3.84276188123422 1.55778791833825 7.51140657607136e-13 1.27661158566864e-11 45.19 49.93 36.27 67.31 12.95 13.85 14.66 15.93 chr13:31535516-31535716
chrX 10062021 10062221 201 * 5.23728973254613 5.87550595685306 4.06460928840313 1.5569197938458 8.24179295191576e-15 1.78843848066611e-13 56.78 55.48 50.78 71.79 20.8 12.79 16.13 17.22 chrX:10062021-10062221
chr1 82199969 82200169 201 * 7.94360545883528 8.52871610608062 6.94316092796421 1.55526406179003 4.46120963152853e-59 2.57151034894536e-56 416 391.68 371.2 298.4 131.45 109.75 123.16 127.85 chr1:82199969-82200169
chr3 61035730 61035930 201 * 7.21210751955988 7.80561268906001 6.18617175046634 1.55500566124789 4.59907661698366e-43 1.03417313235365e-40 210.89 251.87 205.55 226.6 71.02 75.65 64.51 80.07 chr3:61035730-61035930
chr6 35096560 35096760 201 * 5.14473822958357 5.76980540232482 4.01726716625889 1.54850005387361 3.87051776251825e-14 7.74586184302888e-13 60.26 59.92 53.2 44.87 21.19 13.85 14.66 15.07 chr6:35096560-35096760
chr11 8379686 8379886 201 * 7.16011073423002 7.74338533168478 6.16516262754654 1.5445568463774 3.97137570674845e-43 9.02947424925188e-41 216.69 198.61 230.94 210.9 71.42 65 79.18 71.46 chr11:8379686-8379886
chr7 68717781 68717981 201 * 7.12729653471298 7.70530246538053 6.14796721680721 1.54384645888045 1.16008943506504e-41 2.42242753598897e-39 215.53 230.79 206.76 181.73 65.53 73.52 71.84 72.75 chr7:68717781-68717981
chr4 63542222 63542422 201 * 8.38172335518872 8.96621559335043 7.38313322384198 1.54346247145883 1.96801826709752e-78 3.50183180826519e-75 513.33 522.61 511.45 453.21 169.51 154.51 156.89 186.83 chr4:63542222-63542422
chr12 94232269 94232469 201 * 6.98206560397356 7.56407102738306 5.99090064236411 1.54325841742713 6.76183930544082e-34 8.18732705605972e-32 171.5 228.57 188.62 168.27 54.15 57.54 70.38 72.32 chr12:94232269-94232469
chr4 10143409 10143609 201 * 6.55299069869466 7.13163703619086 5.57177494999639 1.5430159948899 5.74671392561104e-30 5.05235533324586e-28 156.43 134.26 153.56 116.67 42.77 47.95 51.32 48.21 chr4:10143409-10143609
chr13 13601491 13601691 201 * 7.53801883633701 8.12714693639262 6.52544938260285 1.5416207352195 1.53278309647289e-50 5.45477518388707e-48 273.47 287.38 263.59 293.91 103.98 76.72 98.24 89.54 chr13:13601491-13601691
chr17 3476608 3476808 201 * 6.02043116542319 6.62834221607028 4.94931047932862 1.54155378662866 7.12154212246743e-22 3.20101781584888e-20 97.34 88.77 122.12 87.5 33.35 26.64 27.86 35.73 chr17:3476608-3476808
chr17 67082455 67082655 201 * 5.26270716846053 5.863313334585 4.21473189096056 1.54133721263329 8.20674622640841e-14 1.58426977683433e-12 47.51 66.57 44.74 74.04 14.91 13.85 27.86 17.65 chr17:67082455-67082655
chr2 104130339 104130539 201 * 7.49417407454132 8.07881083290914 6.49515086054256 1.54118869829089 1.01123687167798e-52 4.24465380429304e-50 275.79 271.85 278.09 255.77 93.39 83.11 90.91 93.42 chr2:104130339-104130539
chr8 12635044 12635244 201 * 4.43817590398235 5.07877540771867 3.25710220038357 1.54062027669373 7.12537413375581e-10 7.92201844909056e-09 41.72 39.94 26.6 26.92 8.63 10.66 7.33 11.62 chr8:12635044-12635244
chr10 66871057 66871257 201 * 9.52223439871963 10.0970168163324 8.55235061424899 1.54053609762578 1.69726574580134e-100 9.26152657063905e-97 1054.47 1201.67 1135.35 989.42 376.3 394.26 376.82 354.29 chr10:66871057-66871257
chr18 12841862 12842062 201 * 4.935326433573 5.57384361307211 3.7615895603331 1.54044209597558 1.20169806337206e-12 1.98386825706064e-11 47.51 47.71 45.95 49.36 14.91 7.46 14.66 17.22 chr18:12841862-12842062
chr2 116701000 116701200 201 * 6.73900303901698 7.31432840277447 5.76753411353068 1.54024374689064 5.39020162539817e-32 5.60601516188648e-30 178.45 178.64 158.39 121.15 54.93 58.61 55.72 48.65 chr2:116701000-116701200
chr5 123364771 123364971 201 * 6.34666997673082 6.92917974168689 5.35400326336073 1.53928311249183 4.06416156369804e-27 2.93347167680995e-25 114.72 122.05 131.79 118.91 36.88 47.95 39.59 39.17 chr5:123364771-123364971
chr16 46343045 46343245 201 * 7.03673212802083 7.61913188869819 6.04439314681007 1.53797159496939 3.14768824224293e-40 6.01965958681837e-38 205.1 199.72 204.34 177.24 70.24 59.67 70.38 63.71 chr16:46343045-46343245
chr18 38922521 38922721 201 * 6.94619826644806 7.54034321443395 5.91829496292825 1.5373421763987 1.77455102499061e-34 2.22092929581815e-32 177.29 199.72 197.08 170.51 58.07 47.95 60.11 75.77 chr18:38922521-38922721
chr15 11696859 11697059 201 * 7.11974468981561 7.71204393585572 6.09750789809994 1.53656258206515 7.42505438055747e-41 1.48231250269027e-38 219.01 221.91 195.88 201.92 75.73 57.54 67.45 73.18 chr15:11696859-11697059
chr11 80615944 80616144 201 * 5.96679256600074 6.57058908759245 4.90876873836167 1.53605784655259 1.61649074327482e-20 6.35501363245858e-19 69.53 115.4 94.31 100.96 30.61 29.84 27.86 31.86 chr11:80615944-80616144
chr5 51730395 51730595 201 * 7.25477209480393 7.84151826896702 6.24940780473556 1.53557877753575 5.61716179855373e-46 1.55854342499465e-43 227.12 235.23 228.52 226.6 76.52 74.59 71.84 81.36 chr5:51730395-51730595
chr19 26091574 26091774 201 * 5.69583769024878 6.30302022603564 4.62704733126195 1.53544085101257 1.29214860138541e-18 4.16392343196841e-17 62.57 77.67 85.85 89.74 25.51 23.44 24.93 24.97 chr19:26091574-26091774
chr4 144908885 144909085 201 * 8.52290462238438 9.09550238654916 7.55937543208781 1.53505720268741 1.24799236442937e-78 2.26998717824241e-75 563.16 586.96 548.93 489.1 171.08 175.82 205.27 202.33 chr4:144908885-144909085
chr8 68476420 68476620 201 * 7.25336139767002 7.82500283920281 6.29260210560701 1.53425449265965 1.94390777299623e-43 4.5721492852734e-41 250.29 230.79 212.8 213.14 69.85 82.05 85.04 76.63 chr8:68476420-68476620
chr14 47361713 47361913 201 * 7.2599781669122 7.84099296440459 6.27175687395509 1.53416878751298 4.54906613004462e-42 9.77285070368195e-40 220.16 225.24 272.05 199.68 80.44 67.13 83.57 77.92 chr14:47361713-47361913
chr5 14337777 14337977 201 * 6.61036324434537 7.2064567342022 5.57644552871121 1.53210413951129 3.08675547203011e-31 3.03670699688866e-29 149.48 145.35 152.35 143.59 53.76 38.36 48.39 50.37 chr5:14337777-14337977
chrX 40001825 40002025 201 * 6.29631924889495 6.86869907875489 5.33342191440184 1.53181121866792 3.95266628136709e-25 2.42890156003136e-23 128.62 113.18 111.24 114.42 38.85 42.62 48.39 31.43 chrX:40001825-40002025
chr1 90468659 90468859 201 * 6.58772670661885 7.16410681203725 5.61317174679276 1.53175917277255 1.04222890468005e-28 8.40467764305094e-27 135.58 175.31 143.88 118.91 51.4 47.95 54.25 42.19 chr1:90468659-90468859
chr18 8804289 8804489 201 * 7.29863054092126 7.88656157060572 6.28968812836584 1.53156320686695 1.39204832521975e-44 3.54954976534461e-42 250.29 238.56 233.36 224.36 85.93 61.8 82.11 83.08 chr18:8804289-8804489
chr19 56703290 56703490 201 * 7.59389406481518 8.15715184390809 6.65711518816323 1.53030662458801 2.45359880301388e-49 8.16380144819061e-47 292.01 286.27 301.07 262.5 86.33 98.03 124.63 94.71 chr19:56703290-56703490
chr14 18848074 18848274 201 * 6.47271691290839 7.04790823593488 5.50163953915923 1.52999466047119 1.28292009445864e-27 9.52024412071931e-26 143.69 154.23 128.17 103.21 42.38 53.28 42.52 43.05 chr14:18848074-18848274
chr4 124446739 124446939 201 * 5.29763086847562 5.89414708506583 4.26240396294262 1.52904046245049 5.72697826726768e-15 1.26486480883467e-13 60.26 56.59 76.17 44.87 17.66 20.25 19.06 19.8 chr4:124446739-124446939
chr9 43797099 43797299 201 * 8.00269865503271 8.57453087290542 7.04138736828661 1.5289667949915 3.45198474677584e-60 2.12442408652894e-57 422.95 409.43 378.45 314.1 122.82 143.85 124.63 135.6 chr9:43797099-43797299
chr15 5459147 5459347 201 * 7.71387516392134 8.28939131692776 6.74184867021367 1.52859693444793 6.45478683401681e-47 1.86689313480958e-44 359.22 342.86 259.96 289.42 95.35 109.75 108.5 114.51 chr15:5459147-5459347
chr13 19545787 19545987 201 * 5.09353082539045 5.69898049165598 4.03026367681622 1.52853490409559 2.35217773048698e-13 4.27745166447656e-12 48.67 51.04 51.99 56.09 11.77 17.05 17.59 18.94 chr13:19545787-19545987
chr10 37502578 37502778 201 * 6.45780869647607 7.08349886000972 5.3282364776462 1.52762414320369 1.28062461656845e-12 2.10440484823818e-11 133.26 169.76 131.79 107.69 46.69 29.84 30.79 53.38 chr10:37502578-37502778
chr1 58609599 58609799 201 * 5.76949969656307 6.36583354540185 4.73483777896999 1.52726300975618 8.55575149738242e-20 3.12353619898416e-18 81.11 85.44 87.06 76.28 25.51 23.44 27.86 29.7 chr1:58609599-58609799
chr8 92209229 92209429 201 * 7.66910043395712 8.23211787662888 6.73300113192972 1.52713754396555 2.61170479400676e-45 6.87365431171212e-43 295.48 352.84 298.65 255.77 88.29 107.62 127.56 102.03 chr8:92209229-92209429
chr7 58246428 58246628 201 * 6.43628485051114 7.01190631923092 5.46395045507653 1.52710280169999 4.26023795525775e-27 3.0695839513715e-25 125.15 148.68 125.75 116.67 40.02 56.47 39.59 40.47 chr7:58246428-58246628
chr13 34540752 34540952 201 * 7.49755446104841 8.07498008663408 6.51993168431213 1.52646638776193 1.04616239953248e-48 3.34489994391143e-46 309.39 268.52 269.63 231.09 91.43 95.9 85.04 94.71 chr13:34540752-34540952
chr5 121616699 121616899 201 * 6.06759976023846 6.64361861756803 5.09410276203291 1.52604948698026 4.39327998009003e-21 1.82999674122315e-19 101.97 95.42 117.28 85.26 26.68 25.57 46.92 37.45 chr5:121616699-121616899
chr15 54778685 54778885 201 * 6.10309383324814 6.68885456600227 5.10069648378944 1.52525582086923 1.17200419333342e-23 6.2576461336291e-22 108.92 109.85 106.4 87.5 32.18 36.23 32.26 36.59 chr15:54778685-54778885
chr12 64936171 64936371 201 * 7.30019721570025 7.88062321332548 6.31372175862678 1.52446084831059 7.028304313572e-43 1.56750336885608e-40 220.16 246.33 240.61 235.58 69.06 82.05 76.24 90.83 chr12:64936171-64936371
chr1 193456949 193457149 201 * 7.249860085716 7.81490296199285 6.30802007130074 1.52440449790154 1.66209968550271e-38 2.83426086162672e-36 217.85 244.11 250.28 188.46 66.31 96.97 79.18 74.47 chr1:193456949-193457149
chr7 49562481 49562681 201 * 5.57796648095206 6.17035378701824 4.55546000445989 1.52439499053069 9.72212097297983e-18 2.89790722417834e-16 67.21 78.78 72.55 69.55 21.58 23.44 24.93 24.11 chr7:49562481-49562681
chrX 8244670 8244870 201 * 5.26042805575133 5.84412582822326 4.26421560178563 1.52200089778137 2.48645067340455e-14 5.10199233063014e-13 67.21 51.04 53.2 58.33 15.3 21.31 23.46 16.79 chrX:8244670-8244870
chr9 4370704 4370904 201 * 7.28248625598619 7.88047646783058 6.24268204010524 1.52175425112885 2.43155770548986e-38 4.08676447129468e-36 231.75 231.9 216.43 262.5 94.96 58.61 71.84 77.49 chr9:4370704-4370904
chr18 76336042 76336242 201 * 7.06822992220481 7.64593709868434 6.08977950814331 1.52013716480048 6.18900775798344e-40 1.15921389931053e-37 193.51 190.85 210.38 206.41 67.49 76.72 64.51 63.71 chr18:76336042-76336242
chr1 107339537 107339737 201 * 6.15216366296506 6.74193788648915 5.13763144936224 1.51725545866279 2.49523860423514e-23 1.29346279287682e-21 110.08 109.85 87.06 121.15 32.57 38.36 33.72 36.16 chr1:107339537-107339737
chr14 45398565 45398765 201 * 8.8467859123513 9.42565983415202 7.86489897769906 1.5172005409959 2.84135246719767e-87 7.75225135975323e-84 708 725.66 639.62 677.56 259.76 220.57 214.07 238.06 chr14:45398565-45398765
chr6 125727566 125727766 201 * 5.56187369799573 6.15116364695836 4.5488129212684 1.51699401259792 2.30524055021338e-16 5.9001327165577e-15 69.53 62.14 62.87 89.74 18.83 28.77 24.93 21.09 chr6:125727566-125727766
chr10 9865593 9865793 201 * 6.91840153021885 7.51217424389946 5.8916434051572 1.5164625520405 4.12826181522559e-35 5.45884261450776e-33 173.81 194.18 169.27 192.95 59.25 59.67 48.39 70.17 chr10:9865593-9865793
chr2 25657383 25657583 201 * 7.60281031482864 8.17187889519699 6.64946772661335 1.51606143723823 4.04040505224498e-53 1.73147221953562e-50 298.96 292.93 305.9 255.77 94.57 106.56 99.7 100.73 chr2:25657383-25657583
chr6 114667635 114667835 201 * 6.23278680837035 6.82921768673437 5.19782432301461 1.51594925940568 6.69630136998962e-23 3.33393530069964e-21 139.05 112.07 87.06 116.67 36.1 40.49 29.32 40.9 chr6:114667635-114667835
chr8 24996158 24996358 201 * 6.13156194018311 6.72284436833342 5.11243432839565 1.51567184718654 3.80991906843309e-21 1.59511859677911e-19 133.26 109.85 107.61 71.79 32.57 31.97 30.79 43.05 chr8:24996158-24996358
chr19 38672312 38672512 201 * 7.29326885785415 7.88249885477999 6.28039010282149 1.51456145898785 2.00788583522448e-43 4.70909637532833e-41 239.86 246.33 233.36 224.36 82.01 77.79 61.58 89.54 chr19:38672312-38672512
chr13 99262528 99262728 201 * 6.25927276018904 6.83677149496341 5.28143513535152 1.51451137739252 2.00059821047342e-25 1.25672267172264e-23 125.15 115.4 111.24 105.45 37.28 34.1 45.45 38.74 chr13:99262528-99262728
chr1 189895516 189895716 201 * 5.03233439517477 5.63493463673678 3.97808926137435 1.51445129836567 4.64960036624969e-13 8.13540914018606e-12 44.03 49.93 53.2 51.6 14.13 19.18 14.66 15.07 chr1:189895516-189895716
chr13 5302294 5302494 201 * 6.96078455446191 7.54290096838234 5.96928928131264 1.51405892267919 8.65822013621684e-38 1.39779876995954e-35 176.13 200.83 184.99 183.97 64.35 59.67 61.58 65 chr13:5302294-5302494
chr16 20657723 20657923 201 * 6.18154690851579 6.75415093421037 5.21799955869699 1.51328351836254 1.41885526613618e-23 7.52655362206819e-22 120.51 124.27 103.98 83.01 36.49 38.36 39.59 34.44 chr16:20657723-20657923
chr3 90187984 90188184 201 * 5.75148921619857 6.3611988488157 4.67459410515312 1.5132468550468 2.0603369727327e-18 6.5112216816658e-17 77.64 85.44 89.47 76.28 25.51 19.18 23.46 34.01 chr3:90187984-90188184
chr14 44870128 44870328 201 * 7.74092880868908 8.31300064869209 6.77892379336269 1.51308070473245 6.56646967735914e-52 2.63466720373296e-49 368.49 324 305.9 273.72 105.95 99.1 115.83 118.38 chr14:44870128-44870328
chr6 71751655 71751855 201 * 5.78749043380435 6.38132909857309 4.76052949806837 1.5130519130537 6.80616296357228e-19 2.26367836136268e-17 90.38 93.2 71.34 78.53 31.78 21.31 30.79 24.54 chr6:71751655-71751855
chr13 28931660 28931860 201 * 7.03691183637673 7.61984582451501 6.04298031683011 1.51267938638846 8.65671582773307e-39 1.4980144761433e-36 201.62 208.6 197.08 179.49 66.31 61.8 61.58 74.04 chr13:28931660-28931860
chr13 63350432 63350632 201 * 5.67623945812098 6.27092044581673 4.64668491027095 1.51212513806311 3.05431395259785e-17 8.6176715385759e-16 53.3 86.55 88.26 80.77 24.33 24.51 26.39 24.97 chr13:63350432-63350632
chr16 3654076 3654276 201 * 4.8025774924396 5.43002798146047 3.66704671616925 1.51149897146895 8.00736650219695e-11 1.02520093159913e-09 28.97 59.92 38.69 44.87 12.56 8.52 14.66 15.07 chr16:3654076-3654276
chr16 3642255 3642455 201 * 5.89711746999331 6.46896562017877 4.93576007163103 1.51088599458963 5.12161643042887e-20 1.91332463006405e-18 77.64 89.88 101.56 85.26 26.68 31.97 36.66 27.12 chr16:3642255-3642455
chr9 68563361 68563561 201 * 6.1410363835723 6.72891305151434 5.13225839578688 1.50987000632892 1.11647929254578e-22 5.46233990281916e-21 107.76 123.16 83.43 109.94 33.75 36.23 33.72 36.59 chr9:68563361-68563561
chr2 106991605 106991805 201 * 8.30895817986236 8.88233017546089 7.34318125045037 1.50881226596592 4.56567242650812e-65 3.73704853782116e-62 465.82 537.03 492.11 392.63 164.02 157.7 149.55 178.22 chr2:106991605-106991805
chr19 42022514 42022714 201 * 9.63615498205686 10.2027225198578 8.68997313336678 1.50796867630588 3.04481406578709e-91 9.23041022587922e-88 1308.24 1195.01 1113.59 1097.12 400.63 458.19 406.14 387.01 chr19:42022514-42022714
chr4 11176209 11176409 201 * 7.17243775556851 7.75279109588792 6.18617753716264 1.50707708133037 3.41435548513224e-34 4.20253249343698e-32 245.66 247.44 178.95 190.71 79.26 88.44 54.25 69.31 chr4:11176209-11176409
chr13 21020669 21020869 201 * 6.11756906416559 6.70563553308166 5.10821688803864 1.50582054477595 1.14251505238745e-22 5.58637990161084e-21 100.81 117.61 100.36 98.72 40.42 35.16 32.26 30.13 chr13:21020669-21020869
chr5 5243703 5243903 201 * 5.68473313806313 6.26938241045553 4.68567241521974 1.50560818584565 5.12269834114441e-18 1.5651287119112e-16 63.73 83.22 78.59 83.01 23.94 25.57 29.32 24.11 chr5:5243703-5243903
chr9 54898076 54898276 201 * 8.12621231591002 8.68762015631559 7.19465318156187 1.50483757252431 8.74156524882645e-67 8.03939165372689e-64 427.58 404.99 451 365.71 140.87 151.31 156.89 136.9 chr9:54898076-54898276
chr15 54791396 54791596 201 * 9.49292290868467 10.0625502501494 8.53797395835797 1.50426570061208 7.59804310430263e-102 4.44219590093053e-98 1118.21 1133.98 1062.8 962.5 392.39 374.01 344.56 375.82 chr15:54791396-54791596
chr18 15498285 15498485 201 * 5.06688637810973 5.68089532353117 3.97606420599928 1.50417639105478 1.1461453252773e-12 1.89828290204921e-11 68.37 45.49 53.2 38.14 15.7 12.79 14.66 19.8 chr18:15498285-15498485
chrX 57401511 57401711 201 * 5.41728788228115 6.01593958404098 4.37542323512216 1.50407611561891 4.88844398884419e-15 1.08788479861578e-13 61.41 68.79 72.55 56.09 15.7 24.51 16.13 26.69 chrX:57401511-57401711
chr8 92342226 92342426 201 * 8.2735288066465 8.83389577850969 7.34489535103518 1.50329550440917 6.97269512731835e-63 4.79598377198432e-60 482.05 461.58 511.45 370.19 145.97 169.42 173.01 161.86 chr8:92342226-92342426
